>99	1486560	0.9923	1487631	0.9931
98	1125874	0.9875	1128835	0.9900
97	313217	0.9825	315004	0.9883
96	106789	0.9764	107820	0.9862
95	48879	0.9694	49536	0.9840
94	27653	0.9590	28197	0.9799
93	18440	0.9507	18881	0.9758
92	12329	0.9382	12704	0.9684
91	8584	0.9272	8895	0.9642
90	6929	0.9128	7275	0.9595
<90	23795	0.8112	26559	0.8905
